2025-12-08 06:35:53 | INFO     | __main__ | ======================================================================
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing FpxImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Image: failed to import FpxImagePlugin: No module named 'olefile'
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing FtexImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing GbrImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing GifImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing GribStubImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing Hdf5StubImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing IcnsImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing IcoImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing ImImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing ImtImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing IptcImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing JpegImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing Jpeg2KImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing McIdasImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing MicImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Image: failed to import MicImagePlugin: No module named 'olefile'
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing MpegImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing MpoImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing MspImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing PalmImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing PcdImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing PcxImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing PdfImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing PixarImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing PngImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing PpmImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing PsdImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing QoiImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing SgiImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing SpiderImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing SunImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing TgaImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing TiffImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing WebPImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing WmfImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing XbmImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing XpmImagePlugin
2025-12-08 06:35:57 | DEBUG    | PIL.Image | Importing XVThumbImagePlugin
2025-12-08 06:35:57 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:35:58 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/3b2692cb-9eee-45bd-ac8f-75ea1143a05a.png HTTP/1.1" 200 25410
2025-12-08 06:35:58 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:35:59 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/4dd7046fc4394351ad27ddf8b1d884ae.png HTTP/1.1" 200 871250
2025-12-08 06:35:59 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:35:59 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:35:59 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:35:59 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:35:59 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/6...
2025-12-08 06:35:59 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/3...
2025-12-08 06:35:59 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:35:59 | INFO     | __main__ |   [2/100] Task 71634265: Ridika Pillai
2025-12-08 06:35:59 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:00 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/9c9f1b35-2c59-4b35-96d3-227970e486df.webp HTTP/1.1" 200 3296426
2025-12-08 06:36:00 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:01 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/0f6ab198-e588-49c5-beb7-188a01381d09.png HTTP/1.1" 200 156982
2025-12-08 06:36:01 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:02 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/bff0fb45a4cd4622b4208ac0a5f5802e.png HTTP/1.1" 200 166775
2025-12-08 06:36:02 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:02 | DEBUG    | PIL.PngImagePlugin | STREAM b'PLTE' 41 270
2025-12-08 06:36:02 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 323 166436
2025-12-08 06:36:02 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:02 | DEBUG    | PIL.PngImagePlugin | STREAM b'PLTE' 41 270
2025-12-08 06:36:02 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 323 166436
2025-12-08 06:36:02 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/9...
2025-12-08 06:36:02 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/0...
2025-12-08 06:36:02 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:02 | INFO     | __main__ |   [3/100] Task 71698193: Veeransh Sharma
2025-12-08 06:36:02 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:03 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/83c355e0-0369-4694-8c41-e7605e660bb7.webp HTTP/1.1" 200 3065422
2025-12-08 06:36:04 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:04 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/4d363387-bf00-4818-a632-3399c3548dc5.png HTTP/1.1" 200 363052
2025-12-08 06:36:04 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:05 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/735582e4c9914719b1b7201a835a1a59.png HTTP/1.1" 200 712251
2025-12-08 06:36:05 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:05 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:05 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:05 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:05 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/8...
2025-12-08 06:36:05 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/4...
2025-12-08 06:36:05 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:05 | INFO     | __main__ |   [4/100] Task 71658767: Nischay Sen
2025-12-08 06:36:05 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:06 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/40489a51-a116-4979-bc34-4c540c108178.webp HTTP/1.1" 200 825460
2025-12-08 06:36:06 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:06 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/5534a79d-5c33-4a7c-970b-cb11ba5c6a3f.png HTTP/1.1" 200 50984
2025-12-08 06:36:06 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:07 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/274006ef1c80401a9bf2a10aae0018d9.png HTTP/1.1" 200 1029847
2025-12-08 06:36:08 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:08 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:08 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:08 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:08 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/4...
2025-12-08 06:36:08 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/5...
2025-12-08 06:36:08 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:08 | INFO     | __main__ |   [5/100] Task 71681852: Roshan
2025-12-08 06:36:08 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:08 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/505612fd-a4b2-4035-a5ea-7615b2622b43.webp HTTP/1.1" 200 495576
2025-12-08 06:36:08 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:08 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/3b7997db-01a6-4455-8a4e-9bd48fe126b9.png HTTP/1.1" 200 56652
2025-12-08 06:36:08 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:08 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/0b6ee65c31b048dc968ac4d2459f3fa0.png HTTP/1.1" 200 914202
2025-12-08 06:36:08 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:08 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 914145
2025-12-08 06:36:08 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:08 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 914145
2025-12-08 06:36:08 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/5...
2025-12-08 06:36:08 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/3...
2025-12-08 06:36:08 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:08 | INFO     | __main__ |   [6/100] Task 71679478: Veeransh Sharma
2025-12-08 06:36:08 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:09 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/1ad39739-6d11-46d6-937c-d89934bb5b88.webp HTTP/1.1" 200 4315356
2025-12-08 06:36:11 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:12 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/a0a4c19d-7faf-406e-a33e-e92581147718.png HTTP/1.1" 200 1691510
2025-12-08 06:36:12 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:12 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:12 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/1...
2025-12-08 06:36:12 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/a...
2025-12-08 06:36:12 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:12 | INFO     | __main__ |   [7/100] Task 71687321: Aman
2025-12-08 06:36:12 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:13 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/5ac80463-2aae-4c58-bd6d-d37eac5df7ed.webp HTTP/1.1" 200 1748470
2025-12-08 06:36:14 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:14 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/4d563ce0-b7f6-482e-85ce-3adbeb716948.png HTTP/1.1" 200 2504
2025-12-08 06:36:14 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:15 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/b2d8f231fa3342098bd8183aa64b55d9.png HTTP/1.1" 200 1217021
2025-12-08 06:36:15 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:15 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:15 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:15 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:15 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/5...
2025-12-08 06:36:15 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/4...
2025-12-08 06:36:15 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:15 | INFO     | __main__ |   [8/100] Task 71682877: Veeransh Sharma
2025-12-08 06:36:15 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:16 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/e300b680-7efc-4685-b804-b6e47bb16eda.webp HTTP/1.1" 200 3794346
2025-12-08 06:36:17 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:18 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/b87445fc-fa7e-4739-ba56-a2ae916caadc.png HTTP/1.1" 200 74904
2025-12-08 06:36:18 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:18 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:18 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/e...
2025-12-08 06:36:18 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/b...
2025-12-08 06:36:18 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:18 | INFO     | __main__ |   [9/100] Task 71680787: Deepali Mishra
2025-12-08 06:36:18 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:19 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/486c4d8b-a51e-48de-a76d-6465e545bf90.webp HTTP/1.1" 200 2627278
2025-12-08 06:36:19 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:20 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/0af1f4e2-b3f3-449a-9f10-7ca1a9c60b7b.png HTTP/1.1" 200 33184
2025-12-08 06:36:20 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:21 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/69b51971710d4214958cca02ff25c3cd.png HTTP/1.1" 200 745655
2025-12-08 06:36:21 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:21 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:21 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:21 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:21 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/4...
2025-12-08 06:36:21 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/0...
2025-12-08 06:36:21 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:21 | INFO     | __main__ |   [10/100] Task 71655223: Rohit Sawant
2025-12-08 06:36:21 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:22 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /stability-images/940c5eff-9032-461a-8b52-3f33f0c032bc.png HTTP/1.1" 200 3305498
2025-12-08 06:36:22 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:22 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:22 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:22 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:22 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:23 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/6101a974-51a6-4dcb-9895-2cbc87a1b619.png HTTP/1.1" 200 23080
2025-12-08 06:36:23 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:23 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 23023
2025-12-08 06:36:23 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:23 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 23023
2025-12-08 06:36:23 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:24 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/ceb807c5c9994f1e99a02a469d157e64.png HTTP/1.1" 200 2106026
2025-12-08 06:36:24 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:24 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 2105969
2025-12-08 06:36:24 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:24 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 2105969
2025-12-08 06:36:24 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/stability-images/940c5...
2025-12-08 06:36:24 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/6...
2025-12-08 06:36:24 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:24 | INFO     | __main__ |   [11/100] Task 71680842: Ashwin Jogi
2025-12-08 06:36:24 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:25 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/b33dc2bc-bb90-4af7-baf6-bbc186e044f3.webp HTTP/1.1" 200 325392
2025-12-08 06:36:25 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:25 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/af73b539-db9a-468a-8e16-a58873cdb142.png HTTP/1.1" 200 10418
2025-12-08 06:36:25 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:26 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/fecbc2db537a4c61a2848d269b79fd4f.png HTTP/1.1" 200 775089
2025-12-08 06:36:26 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:26 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 775032
2025-12-08 06:36:26 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:26 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 775032
2025-12-08 06:36:26 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/b...
2025-12-08 06:36:26 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/a...
2025-12-08 06:36:26 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:26 | INFO     | __main__ |   [12/100] Task 71678302: Pritam
2025-12-08 06:36:26 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:26 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/0863fbac-e549-42f6-9c6f-a253ed295f4a.webp HTTP/1.1" 200 1094768
2025-12-08 06:36:27 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:27 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/5abbce19-1568-45ca-b2c2-879ad83127e0.png HTTP/1.1" 200 42416
2025-12-08 06:36:27 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:28 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /stability-images/8df67d13-78a5-4166-bbd8-8553458b2954.png HTTP/1.1" 200 989576
2025-12-08 06:36:29 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:29 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:29 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:29 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:29 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/0...
2025-12-08 06:36:29 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/5...
2025-12-08 06:36:29 | DEBUG    | __main__ |     char: https://content.dashtoon.ai/stability-images/8df67...
2025-12-08 06:36:29 | INFO     | __main__ |   [13/100] Task 71677466: Mythira
2025-12-08 06:36:29 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:30 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/04f7ac3c-5a01-4625-a0ae-3a2061c0aae1.webp HTTP/1.1" 200 566964
2025-12-08 06:36:30 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:31 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/7a8e9e9e-b20b-4f12-a313-fc713495991e.png HTTP/1.1" 200 47936
2025-12-08 06:36:31 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
